770
0	0	2786	
1	1	2927	
2	2	2658	
3	4	2824	
4	6	2773	
5	7	2565	
6	8	2559	
7	12	2945	
8	13	2512	
9	15	2876	
10	16	3019	
11	17	2488	
12	19	2842	
13	20	2474	
14	21	2654	
15	22	2691	
16	24	2831	
17	26	2662	
18	31	2839	
19	32	2811	
20	34	2862	
21	35	2834	
22	37	2733	
23	41	2994	
24	42	2487	
25	43	2968	
26	47	2756	
27	48	2570	
28	49	2648	
29	56	2629	
30	58	2729	
31	59	2537	
32	61	2441	
33	63	2772	
34	64	2676	
35	68	2925	
36	71	2532	
37	73	2875	
38	74	2679	
39	76	2911	
40	79	2939	
41	80	2865	
42	81	2754	
43	82	2436	
44	83	2994	
45	84	2850	
46	85	2602	
47	88	2884	
48	89	2662	
49	91	2671	
50	93	2732	
51	98	2599	
52	101	2794	
53	102	2674	
54	104	2440	
55	107	2455	
56	110	2816	
57	111	2775	
58	118	2964	
59	119	2801	
60	121	2752	
61	123	2514	
62	125	2589	
63	126	2961	
64	130	2906	
65	132	2942	
66	133	2710	
67	135	2569	
68	138	2504	
69	140	2965	
70	141	2503	
71	142	3001	
72	144	2810	
73	145	2765	
74	146	2929	
75	147	2572	
76	151	2483	
77	152	2465	
78	155	2806	
79	156	2780	
80	159	2496	
81	160	2895	
82	161	2761	
83	162	2499	
84	163	2684	
85	164	2449	
86	167	2431	
87	169	2907	
88	172	2436	
89	173	2554	
90	175	2600	
91	176	2612	
92	177	2613	
93	185	2897	
94	187	2638	
95	188	2574	
96	189	2535	
97	191	2961	
98	192	2812	
99	193	2568	
100	194	2854	
101	196	2792	
102	197	2764	
103	199	2928	
104	206	2592	
105	209	2835	
106	212	2757	
107	215	2919	
108	216	2719	
109	218	2625	
110	219	2959	
111	221	2490	
112	222	2921	
113	224	2931	
114	225	2747	
115	226	2952	
116	227	2499	
117	228	2566	
118	230	2630	
119	233	2644	
120	234	2558	
121	237	2486	
122	238	2826	
123	239	2772	
124	240	2827	
125	244	2782	
126	245	2750	
127	248	2439	
128	249	2639	
129	250	2479	
130	251	2577	
131	252	2817	
132	255	2601	
133	258	2953	
134	261	2647	
135	263	2714	
136	264	2958	
137	265	2903	
138	266	2460	
139	267	2894	
140	269	2990	
141	270	2657	
142	271	2624	
143	275	2728	
144	278	2764	
145	279	2578	
146	282	2564	
147	283	2643	
148	284	2668	
149	285	2557	
150	287	2787	
151	290	3026	
152	291	2664	
153	292	2940	
154	293	2457	
155	294	2988	
156	296	3000	
157	297	2999	
158	298	2747	
159	302	2822	
160	307	2773	
161	308	2517	
162	309	2904	
163	310	2910	
164	311	2476	
165	314	2494	
166	317	2470	
167	318	2856	
168	319	2701	
169	323	2689	
170	324	2579	
171	325	2771	
172	327	2497	
173	329	2902	
174	330	2531	
175	331	2654	
176	333	2563	
177	334	2532	
178	335	2839	
179	337	2561	
180	339	2492	
