768
0	0	2	0	
1	1	2	1	
2	2	2	2	
3	3	2	3	
4	4	2	4	
5	5	2	5	
6	6	2	6	
7	7	2	7	
8	8	2	8	
9	9	2	9	
10	10	2	10	
11	11	2	11	
12	12	2	12	
13	13	2	14	
14	13	2	20	
15	14	2	22	
16	15	1	25	
17	15	1	33	
18	15	1	39	
19	15	2	45	
20	16	2	47	
21	17	2	49	
22	18	2	51	
23	19	2	53	
24	20	2	55	
25	21	2	58	
26	21	2	66	
27	21	2	72	
28	22	2	75	
29	23	2	77	
30	24	2	79	
31	25	2	81	
32	26	2	83	
33	27	2	85	
34	28	2	86	
35	29	2	87	
36	30	2	89	
37	30	2	95	
38	31	2	97	
39	32	2	98	
40	33	2	99	
41	34	2	100	
42	35	2	101	
43	36	2	104	
44	37	2	109	
45	38	2	110	
46	39	2	111	
47	40	2	113	
48	41	2	115	
49	42	2	116	
50	43	2	117	
51	44	2	118	
52	45	2	120	
53	46	2	122	
54	47	2	123	
55	48	2	126	
56	49	2	131	
57	50	2	133	
58	50	2	139	
59	51	2	142	
60	52	2	145	
61	53	2	147	
62	54	2	148	
63	55	2	150	
64	56	2	152	
65	57	2	153	
66	58	2	154	
67	59	2	157	
68	60	2	162	
69	61	2	163	
70	62	1	166	
71	62	2	174	
72	63	2	176	
73	64	2	177	
74	65	2	178	
75	66	2	179	
76	67	2	182	
77	68	2	187	
78	69	2	189	
79	70	2	191	
80	71	1	193	
81	71	1	199	
82	71	1	205	
83	72	2	207	
84	73	2	208	
85	74	2	210	
86	75	2	212	
87	76	2	213	
88	77	2	214	
89	78	2	215	
90	79	2	216	
91	80	2	217	
92	81	2	218	
93	82	2	220	
94	82	2	226	
95	82	1	232	
96	82	2	238	
97	83	2	240	
98	84	2	243	
99	85	2	248	
100	86	2	249	
101	87	2	251	
102	88	2	253	
103	89	2	256	
104	89	1	264	
105	90	2	267	
106	91	2	269	
107	92	2	271	
108	93	2	273	
109	94	2	274	
110	95	2	275	
111	96	2	277	
112	97	2	279	
113	98	2	281	
114	98	2	287	
115	98	1	293	
116	98	2	299	
117	99	2	301	
118	100	2	303	
119	101	2	305	
120	102	2	306	
121	103	2	307	
122	104	2	308	
123	105	2	311	
124	106	2	316	
125	107	2	317	
126	108	2	318	
127	109	2	321	
128	110	2	326	
129	111	2	327	
130	112	2	328	
131	113	1	331	
132	113	1	339	
133	113	2	345	
134	114	2	347	
135	115	2	349	
136	116	2	351	
137	117	2	352	
138	118	2	353	
139	119	2	355	
140	120	2	357	
141	121	2	358	
142	122	2	359	
143	123	2	360	
144	124	2	363	
145	125	2	368	
146	126	2	369	
147	127	2	370	
148	128	2	373	
149	129	2	378	
150	130	2	379	
151	131	2	381	
152	132	2	383	
153	133	2	385	
154	134	2	389	
155	135	2	394	
156	136	2	397	
157	136	2	405	
158	137	2	407	
159	138	2	410	
160	139	2	417	
161	140	2	423	
162	141	2	427	
163	142	2	432	
164	143	2	433	
165	144	2	435	
166	145	2	437	
167	146	2	438	
168	147	2	439	
169	148	2	440	
170	149	2	441	
171	150	2	442	
172	151	2	443	
173	152	2	444	
174	153	2	445	
175	154	2	447	
176	154	1	453	
177	155	2	455	
178	156	2	456	
179	157	1	458	
180	157	2	464	
181	157	1	470	
182	157	2	476	
183	158	2	478	
184	159	2	480	
185	159	2	486	
186	159	1	492	
187	160	2	494	
188	161	2	495	
189	162	1	497	
190	162	1	503	
191	162	1	509	
192	163	1	512	
193	163	1	518	
194	163	2	524	
195	164	2	527	
196	165	2	529	
197	166	2	531	
198	167	2	534	
199	168	2	536	
200	169	2	537	
201	170	2	538	
202	171	2	539	
203	172	2	540	
204	173	2	541	
205	174	2	542	
206	175	2	543	
207	176	2	546	
208	176	2	554	
209	177	2	556	
210	178	2	558	
211	179	2	560	
212	180	2	561	
213	181	2	562	
214	182	2	563	
215	183	2	564	
216	184	2	565	
217	185	2	566	
218	186	2	568	
219	187	2	570	
220	188	2	573	
221	188	2	581	
222	189	2	583	
223	190	2	585	
224	191	2	587	
225	192	2	588	
226	193	2	589	
227	194	2	590	
228	195	2	591	
229	196	2	592	
230	197	2	593	
231	198	2	594	
232	199	2	597	
233	199	1	605	
234	199	2	611	
235	199	1	617	
236	200	2	621	
237	200	2	629	
238	200	2	635	
239	201	2	637	
240	202	2	638	
241	203	2	640	
242	204	2	642	
243	205	2	645	
244	206	2	650	
245	207	2	651	
246	208	2	654	
247	209	2	661	
248	210	2	666	
249	211	2	667	
250	212	2	668	
251	213	2	669	
252	214	2	670	
253	215	2	673	
254	216	2	678	
255	217	2	680	
256	218	2	684	
257	219	2	689	
258	220	2	692	
259	220	1	700	
260	220	1	706	
261	220	1	712	
262	221	2	714	
263	222	2	717	
264	223	1	723	
265	223	2	729	
266	223	1	735	
267	224	2	738	
268	225	2	740	
269	226	2	741	
270	227	2	742	
271	228	2	743	
272	229	2	746	
273	230	2	752	
274	231	2	754	
275	232	2	756	
276	233	2	758	
277	234	2	761	
278	234	2	769	
279	235	2	771	
280	236	2	772	
281	237	2	773	
282	238	2	774	
283	239	2	775	
