400
9
6
Course0 	 0 	 2 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0
Course1 	 1 	 2 	 0 	 0 	 1 	 0 	 1 	 0 	 1 	 1 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course2 	 2 	 2 	 0 	 0 	 0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0
Course3 	 3 	 2 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0
Course4 	 4 	 2 	 0 	 0 	 1 	 1 	 1 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 0 	 0
Course5 	 5 	 2 	 0 	 1 	 0 	 1 	 0 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 1 	 0
Course6 	 6 	 2 	 0 	 1 	 1 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0
Course7 	 7 	 2 	 0 	 0 	 1 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0
Course8 	 8 	 2 	 0 	 0 	 0 	 1 	 0 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0
Course9 	 9 	 2 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0
Course10 	 10 	 2 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0
Course11 	 11 	 2 	 0 	 0 	 0 	 0 	 1 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1
Course12 	 12 	 2 	 0 	 1 	 1 	 0 	 1 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0
Course13 	 13 	 2 	 1 	 0 	 1 	 1 	 0 	 1 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0
Course14 	 14 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 0
Course15 	 15 	 2 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 0
