200
9
6
Course0 	 0 	 2 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0
Course1 	 1 	 2 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1
Course2 	 2 	 2 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0
Course3 	 3 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course4 	 4 	 2 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 1
Course5 	 5 	 2 	 1 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course6 	 6 	 2 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 1
Course7 	 7 	 2 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 0
Course8 	 8 	 2 	 0 	 1 	 1 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0
Course9 	 9 	 2 	 1 	 1 	 0 	 1 	 1 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0
Course10 	 10 	 2 	 1 	 0 	 0 	 0 	 1 	 0 	 1 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course11 	 11 	 2 	 1 	 0 	 1 	 1 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course12 	 12 	 2 	 1 	 0 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0
Course13 	 13 	 2 	 0 	 0 	 0 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0
Course14 	 14 	 2 	 0 	 0 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0
Course15 	 15 	 2 	 0 	 1 	 1 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0
Course16 	 16 	 2 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1
Course17 	 17 	 2 	 1 	 0 	 1 	 0 	 1 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0
Course18 	 18 	 2 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1
Course19 	 19 	 2 	 1 	 1 	 1 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course20 	 20 	 2 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0
Course21 	 21 	 2 	 0 	 0 	 1 	 0 	 1 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0
Course22 	 22 	 2 	 1 	 1 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0
Course23 	 23 	 2 	 1 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course24 	 24 	 2 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 1 	 0
Course25 	 25 	 2 	 0 	 1 	 0 	 1 	 0 	 1 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1
Course26 	 26 	 2 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0
Course27 	 27 	 2 	 1 	 0 	 1 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0
Course28 	 28 	 2 	 0 	 1 	 1 	 0 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1
Course29 	 29 	 2 	 0 	 1 	 0 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1
Course30 	 30 	 2 	 0 	 0 	 1 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0
Course31 	 31 	 2 	 0 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1
Course32 	 32 	 2 	 0 	 1 	 1 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course33 	 33 	 2 	 1 	 1 	 1 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0
Course34 	 34 	 2 	 1 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0
Course35 	 35 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 1 	 1 	 0 	 0 	 0 	 1 	 0 	 0
Course36 	 36 	 2 	 0 	 0 	 0 	 0 	 1 	 0 	 1 	 0 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course37 	 37 	 2 	 0 	 1 	 0 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 1 	 0 	 0 	 0
Course38 	 38 	 2 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 1 	 0 	 0
