374
0	0	1204	
1	1	1436	
2	2	1399	
3	3	1173	
4	4	1396	
5	5	1365	
6	9	1275	
7	10	1174	
8	11	1378	
9	12	1250	
10	13	1272	
11	15	1275	
12	17	1162	
13	19	1221	
14	22	1379	
15	23	1427	
16	25	1335	
17	32	1271	
18	33	1258	
19	35	1438	
20	36	1152	
21	38	1440	
22	39	1449	
23	40	1169	
24	41	1191	
25	43	1288	
26	45	1216	
27	47	1406	
28	48	1353	
29	49	1274	
30	50	1348	
31	51	1188	
32	52	1277	
33	53	1289	
34	54	1190	
35	55	1320	
36	56	1288	
37	57	1276	
38	58	1402	
39	62	1201	
40	63	1244	
41	66	1256	
42	69	1267	
43	71	1275	
44	73	1361	
45	78	1294	
46	79	1404	
47	81	1395	
48	83	1270	
49	84	1345	
50	86	1326	
51	88	1386	
52	91	1214	
53	93	1307	
54	94	1393	
55	99	1272	
56	100	1344	
57	101	1238	
58	104	1409	
59	106	1291	
60	107	1443	
61	108	1292	
62	109	1298	
63	110	1199	
64	111	1308	
65	112	1415	
66	114	1184	
67	116	1225	
68	117	1159	
69	118	1220	
70	119	1302	
71	121	1213	
72	122	1373	
73	124	1219	
74	125	1226	
75	130	1211	
76	135	1198	
77	137	1446	
78	140	1313	
79	141	1432	
80	142	1327	
81	144	1266	
82	145	1218	
83	146	1302	
84	148	1301	
85	150	1305	
86	151	1230	
87	153	1429	
88	154	1234	
89	156	1357	
90	160	1379	
91	161	1343	
92	162	1217	
93	164	1405	
94	165	1215	
95	166	1180	
96	172	1346	
97	175	1319	
98	176	1244	
99	178	1229	
100	179	1372	
101	180	1377	
102	181	1300	
103	184	1360	
104	186	1401	
105	188	1177	
106	191	1324	
107	192	1418	
108	202	1314	
109	203	1156	
110	205	1261	
111	207	1228	
112	208	1315	
113	209	1398	
114	210	1377	
115	212	1253	
116	214	1339	
117	215	1310	
118	216	1371	
119	219	1336	
120	222	1346	
121	223	1174	
122	231	1423	
123	234	1385	
124	238	1392	
125	239	1241	
126	240	1194	
127	241	1420	
128	242	1167	
129	243	1408	
130	244	1414	
131	245	1245	
132	246	1447	
133	248	1202	
134	251	1247	
135	254	1170	
136	255	1197	
137	256	1233	
138	257	1252	
139	259	1428	
140	260	1439	
141	262	1377	
142	265	1246	
143	267	1364	
144	268	1203	
145	270	1388	
146	271	1362	
147	272	1331	
148	274	1431	
149	275	1366	
150	276	1295	
151	277	1402	
152	278	1297	
153	281	1426	
154	287	1285	
155	288	1412	
156	290	1354	
157	291	1248	
158	292	1191	
159	297	1302	
160	298	1370	
161	301	1426	
162	303	1318	
163	304	1387	
164	306	1422	
165	307	1278	
166	309	1154	
167	313	1207	
168	315	1299	
169	319	1294	
170	321	1329	
171	322	1322	
172	323	1451	
173	326	1448	
174	328	1334	
175	330	1165	
176	333	1346	
177	336	1176	
178	342	1200	
179	343	1189	
180	344	1423	
181	345	1358	
182	346	1224	
183	348	1340	
184	349	1181	
185	354	1363	
186	356	1188	
187	360	1309	
188	361	1218	
189	363	1192	
190	368	1383	
191	372	1328	
192	379	1223	
193	382	1323	
194	383	1433	
195	384	1391	
196	386	1268	
197	390	1164	
198	392	1179	
199	394	1158	
200	397	1423	
201	398	1347	
202	400	1413	
203	404	1252	
204	406	1236	
205	407	1444	
206	409	1186	
207	411	1206	
208	413	1307	
209	414	1394	
210	415	1377	
211	418	1340	
212	419	1166	
213	421	1235	
214	422	1390	
215	423	1307	
216	424	1191	
217	425	1410	
218	427	1163	
219	428	1178	
220	430	1175	
221	433	1381	
222	438	1280	
223	439	1333	
224	443	1202	
225	444	1387	
226	447	1244	
227	451	1280	
228	452	1380	
229	453	1279	
230	454	1262	
231	457	1342	
232	461	1269	
233	462	1257	
234	464	1183	
235	465	1155	
236	467	1208	
237	468	1378	
238	470	1359	
239	471	1430	
240	472	1425	
241	473	1172	
242	481	1404	
243	482	1330	
244	483	1376	
245	486	1253	
246	487	1236	
247	490	1367	
248	491	1217	
249	492	1210	
250	493	1252	
251	494	1286	
252	497	1300	
253	499	1284	
254	502	1356	
255	503	1321	
256	506	1287	
257	511	1280	
258	512	1209	
259	514	1231	
260	520	1337	
