133
0	0	2	2	
1	1	2	8	
2	2	2	10	
3	3	2	11	
4	4	2	14	
5	5	2	19	
6	6	2	22	
7	6	2	30	
8	6	1	36	
9	6	2	42	
10	7	2	44	
11	8	2	47	
12	9	2	53	
13	9	1	59	
14	9	1	65	
15	9	2	71	
16	10	2	73	
17	11	2	74	
18	12	2	75	
19	13	2	78	
20	13	2	86	
21	14	2	88	
22	15	2	89	
23	16	2	90	
24	17	2	91	
25	18	2	94	
26	19	2	99	
27	20	2	100	
28	21	2	102	
29	22	2	105	
30	23	2	107	
31	24	2	110	
32	25	2	115	
33	26	1	117	
34	26	1	123	
35	27	2	125	
36	28	2	128	
37	29	2	135	
38	29	2	143	
39	29	1	149	
40	30	2	151	
41	31	2	152	
42	32	2	153	
43	33	2	154	
44	34	2	155	
45	35	2	156	
46	36	2	157	
47	37	2	158	
48	38	2	159	
49	39	2	161	
50	39	2	167	
51	39	1	173	
52	39	1	179	
53	40	2	182	
54	41	2	186	
55	42	2	191	
56	43	2	192	
57	44	2	195	
58	45	2	200	
59	46	2	203	
60	47	2	208	
61	48	2	209	
62	49	2	210	
63	50	2	211	
64	51	2	212	
65	52	2	213	
66	53	2	214	
67	54	2	215	
68	55	1	218	
69	55	2	226	
70	55	2	232	
71	55	2	238	
72	56	2	240	
73	57	1	243	
74	57	2	251	
75	57	1	257	
76	58	2	259	
77	59	2	260	
78	60	2	261	
79	61	2	264	
80	62	2	271	
81	63	2	277	
82	64	2	279	
83	65	2	280	
84	66	2	281	
85	67	2	282	
86	68	2	283	
87	69	2	286	
88	69	2	294	
89	70	2	296	
90	71	2	299	
91	72	2	304	
92	73	2	305	
93	74	2	308	
94	74	2	316	
95	74	1	322	
96	74	2	328	
97	75	2	330	
98	76	1	332	
99	76	1	338	
100	76	1	344	
101	76	2	350	
102	77	2	352	
103	78	2	353	
104	79	2	354	
105	80	2	355	
106	81	2	358	
107	81	2	366	
108	81	1	372	
109	81	2	378	
110	82	2	380	
111	83	2	381	
112	84	2	383	
113	85	2	386	
114	86	2	388	
115	87	1	390	
116	87	2	396	
117	87	1	402	
118	87	2	408	
119	88	2	410	
120	89	2	413	
121	90	2	418	
122	91	2	421	
123	91	1	429	
124	92	2	432	
125	93	2	434	
126	94	2	435	
127	95	2	436	
128	96	2	437	
129	97	2	438	
130	98	2	441	
131	99	2	447	
132	99	1	453	
