135
0	0	454	
1	1	536	
2	4	437	
3	5	528	
4	6	536	
5	8	502	
6	10	475	
7	11	463	
8	16	520	
9	18	486	
10	21	534	
11	23	473	
12	24	518	
13	25	511	
14	28	479	
15	29	443	
16	30	519	
17	31	460	
18	34	449	
19	36	498	
20	38	495	
21	39	513	
22	41	467	
23	42	456	
24	43	529	
25	44	482	
26	46	495	
27	50	500	
28	51	488	
29	53	536	
30	55	512	
31	56	444	
32	57	464	
33	61	490	
34	64	521	
35	65	524	
36	67	518	
37	68	496	
38	75	487	
39	76	483	
40	78	461	
41	83	506	
42	84	503	
43	85	463	
44	86	520	
45	88	459	
46	89	510	
47	90	455	
48	93	447	
49	94	476	
50	95	470	
51	96	494	
52	97	462	
53	98	530	
54	99	509	
55	104	453	
56	105	490	
57	106	446	
58	107	449	
59	111	499	
60	113	517	
61	115	490	
62	116	518	
63	122	478	
64	123	441	
65	124	441	
66	126	451	
67	127	441	
68	128	440	
69	129	462	
70	130	490	
71	133	439	
72	134	457	
73	136	452	
74	137	462	
75	138	505	
76	139	450	
77	142	450	
78	143	446	
79	145	491	
80	146	497	
81	147	444	
82	148	520	
83	152	508	
84	154	463	
85	156	469	
86	158	507	
87	159	504	
88	160	523	
89	163	513	
90	164	507	
91	165	465	
92	166	515	
93	167	485	
94	173	471	
95	174	514	
96	176	496	
97	182	466	
98	183	458	
99	184	505	
100	185	441	
101	189	442	
102	191	448	
103	195	481	
104	196	522	
105	199	445	
106	200	474	
107	201	484	
108	202	532	
109	204	527	
110	208	489	
111	209	472	
112	210	438	
113	214	468	
114	220	531	
115	223	477	
116	224	525	
117	225	526	
118	227	492	
119	228	535	
120	229	491	
121	230	463	
122	231	520	
123	232	513	
124	234	536	
125	235	493	
126	237	507	
127	238	507	
128	239	480	
129	241	449	
130	243	501	
131	245	533	
132	246	505	
133	247	462	
134	249	516	
